Channel name,Description,Subscriber Count,Image Link,Image JSON,Link
Laakkeitaluonnostauusi,"Uusi ryhmä, johon tervetulleita kaikki luonnonlääkinnästä kiinnostuneet! 🌿 		t.me/laakkeitaluonnostaUusi		Vanhempi Lääkkeitä luonnosta -ryhmä on tuuliajolla ilman ylläpitoa, joten teimme uuden ryhmän, jotta arvokas lääkintätieto varmasti säilyy tallessa.",809,https://cdn4.cdn-telegram.org/file/d7L0cHAW2iZhGQDynysSW9rthhQ-zEv7SQyWpJ3JRhzUM3870P6K468tLn81rk6DBMzu8kMrJfVM_v42JiWD3NfPa_yudqLmwxwhPoL5Guv7qkLA8JNBYted2EdUYtiOGjqoYwxSJFWNw6QlvmbhoODYjBcE6B5LcuHWMjFBJ5fhb06089SUQtTr73i4VS9KmjVPY_NC8xLkMMtf6cq0nIQPRbubsjAU1pfVPOGd9taLALzyJzlgQVuDfAJsPbooDGC7xzZJ9vWPbRnLzdrd6g3iHwF8ONv16sfAcgAh5z-qHLtJ3Dw_gTIA5Xsp8WlAS9PdXa-1FrXhfzrBNWSajA.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/d7L0cHAW2iZhGQDynysSW9rthhQ-zEv7SQyWpJ3JRhzUM3870P6K468tLn81rk6DBMzu8kMrJfVM_v42JiWD3NfPa_yudqLmwxwhPoL5Guv7qkLA8JNBYted2EdUYtiOGjqoYwxSJFWNw6QlvmbhoODYjBcE6B5LcuHWMjFBJ5fhb06089SUQtTr73i4VS9KmjVPY_NC8xLkMMtf6cq0nIQPRbubsjAU1pfVPOGd9taLALzyJzlgQVuDfAJsPbooDGC7xzZJ9vWPbRnLzdrd6g3iHwF8ONv16sfAcgAh5z-qHLtJ3Dw_gTIA5Xsp8WlAS9PdXa-1FrXhfzrBNWSajA.jpg""}","{""href"": ""https://t.me/Laakkeitaluonnostauusi"",""label"":""Link""}"
Lahdenpogojutustelu,Vapaata jutustelua pokemoneista ja muusta mukavasta.		Raidiryhmä: t.me/raidlahti		Havaintoryhmä: t.me/HAVAINNOT		PvP: t.me/pvplahti		Lahden salikartta: https://tinyurl.com/salit-lahti,275,https://cdn4.cdn-telegram.org/file/YwqjThws5yjN1WiLw2-eSBYyHzjgNqSnF9uvuPJ3DP7ZLebg-m0eudKir-5gfvqoJrK2wOb3LcTM2FGMopNVvX6InFUyTK81jd2_k3i7b9_opJCj51NNQyY6cmDkKiBla-aY218dwUix-UOZRtCdVftEzaaJyLSE3BZ-LBuATss5dJs_QbcgLxJOVdm8DtJTuHbynqS-cJG9N4nbFoGmlWPawp66QDEu7Td4kCtX-NDSkhEMbWBVWxIGFczl_RrpDuLFfZUGuqo-A6RyZ0Tq9MwXJ_mUEbnf_sW9HO4b3l_HJBkV02KgEBmuwlU0AcGD09knWx8meAp_H2vERVDeXA.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/YwqjThws5yjN1WiLw2-eSBYyHzjgNqSnF9uvuPJ3DP7ZLebg-m0eudKir-5gfvqoJrK2wOb3LcTM2FGMopNVvX6InFUyTK81jd2_k3i7b9_opJCj51NNQyY6cmDkKiBla-aY218dwUix-UOZRtCdVftEzaaJyLSE3BZ-LBuATss5dJs_QbcgLxJOVdm8DtJTuHbynqS-cJG9N4nbFoGmlWPawp66QDEu7Td4kCtX-NDSkhEMbWBVWxIGFczl_RrpDuLFfZUGuqo-A6RyZ0Tq9MwXJ_mUEbnf_sW9HO4b3l_HJBkV02KgEBmuwlU0AcGD09knWx8meAp_H2vERVDeXA.jpg""}","{""href"": ""https://t.me/Lahdenpogojutustelu"",""label"":""Link""}"
Lansivantaa,"Käyttäydytään hyvin. Muistetaan että paikalla on myös alaikäisiä. 	Ei kiroilla, ei rasistisia kommentteja, kiusaamista tai muutakaan ikävää. Keskustellaan esimerkiksi spawnipaikoista eventeistä yms. 			https://www.facebook.com/groups/149694258787209",135,https://cdn4.cdn-telegram.org/file/aIbRQj-SfNJ8XNY0NRH0ENQdcvasvSqyNXfVbbRpdwUIxjrMb-2g4dohyzjtMheiubeJGdJ8Obh6F4LQamPRWFy_PrhMMjXfXIeSdRknuTTdy6UOCkw05kYHfAoD3inANAvZpVAP5aHbxfxNqWFNd2s1hABm4ibLy35GMpt8cP4jJ3IOw2tJ7G05t-G1Pn4s4aR5WF4H9Sv1-ygzu4-mzKUushgiJawcPEA2jaEYR_h6m1VEBgCW5tZQt7P-q6r4hAfTAI8sRSzPbhmnA0U9RZHfTLd8XFvruPoCd309-Y1HqiUZOLu1U_uT8ctyZaoZhmORpgQWEY0WS7XPy9--IA.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/aIbRQj-SfNJ8XNY0NRH0ENQdcvasvSqyNXfVbbRpdwUIxjrMb-2g4dohyzjtMheiubeJGdJ8Obh6F4LQamPRWFy_PrhMMjXfXIeSdRknuTTdy6UOCkw05kYHfAoD3inANAvZpVAP5aHbxfxNqWFNd2s1hABm4ibLy35GMpt8cP4jJ3IOw2tJ7G05t-G1Pn4s4aR5WF4H9Sv1-ygzu4-mzKUushgiJawcPEA2jaEYR_h6m1VEBgCW5tZQt7P-q6r4hAfTAI8sRSzPbhmnA0U9RZHfTLd8XFvruPoCd309-Y1HqiUZOLu1U_uT8ctyZaoZhmORpgQWEY0WS7XPy9--IA.jpg""}","{""href"": ""https://t.me/Lansivantaa"",""label"":""Link""}"
Lansivantaaraids,Paikallisesti pelattavia Elite raideja varten aktivoitu ryhmä! 		Etäraideihin suosittelemme: @pogoraids_Lansi_PKS,239,https://cdn4.cdn-telegram.org/file/M7gQAOytxevjdkmfjZdCZMMWvarvzt34XKfZkzeXSCVGEJjVse2gOz75-ZRI7Y8H3OA5_cvO_yadAs1BPedGdnZEshl8aOUJ7wO6aiOgki8NVW-Nmc5C43428qU6xkMCTQIIdhji-cIhBOMJR2tDveXsrRDXxMAaGZ-j15HN-MMBa6hoDjRa-QCePeYq4y55vVv8foBupgV0ev2oDMKnoF8ppnEky1xt4sQdNz7-ctmExAxnecrzSJFPUrJjpUZwMbzAgEmkBbHM60DYhd_aVAdH-ns07vXlOORWWOr_SzAaIahPnbTbUZhmKduY66OrrKfgkqzDmjCIX6s80W2x4A.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/M7gQAOytxevjdkmfjZdCZMMWvarvzt34XKfZkzeXSCVGEJjVse2gOz75-ZRI7Y8H3OA5_cvO_yadAs1BPedGdnZEshl8aOUJ7wO6aiOgki8NVW-Nmc5C43428qU6xkMCTQIIdhji-cIhBOMJR2tDveXsrRDXxMAaGZ-j15HN-MMBa6hoDjRa-QCePeYq4y55vVv8foBupgV0ev2oDMKnoF8ppnEky1xt4sQdNz7-ctmExAxnecrzSJFPUrJjpUZwMbzAgEmkBbHM60DYhd_aVAdH-ns07vXlOORWWOr_SzAaIahPnbTbUZhmKduY66OrrKfgkqzDmjCIX6s80W2x4A.jpg""}","{""href"": ""https://t.me/Lansivantaaraids"",""label"":""Link""}"
Lapinhoitolanssi,Hoitolanssi on uuden ajan ryhmä jossa paikallinen hoitohenkilö tarjoaa suoraan palveluitaan ihmisille jotka arvostavat yksilöllistä ja kaikkia ihmisiä tasa-arvoisina pitävää hoitoa.  Motto: Rakkaudesta hoitoalaan ❤️,61,https://cdn4.cdn-telegram.org/file/eo1l_0ATXtveDT-fDCq2gM6OqBVa2GXoTDGOILth_Aso4bIpFqR4d74QTbMOoN1OyOUQEkxwOYctc1wTtfDJXSF4zCpGOYBA0ViJO8_XWWN0N9vnFSgfpcdB9d3_DdUmOvDvzDBvAysJxvjm0MYcrdOCBwGR1af-rrURobCGItx8dsWe2hBApM7CQJ0IXtZkS7O49RnYvXt9zTtZr-mFlAr0ESs5ZCXZAH5ndHROxryKzEC47vIw4cencJSkdJMz-cX0AMrF5nvntTGXoCxJeGiS4V9aVj8767prIN2c2thkhTZ_4vZ6DdW2M33zGB_mTCcB-d4Ug0WtMQpqW0MBNw.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/eo1l_0ATXtveDT-fDCq2gM6OqBVa2GXoTDGOILth_Aso4bIpFqR4d74QTbMOoN1OyOUQEkxwOYctc1wTtfDJXSF4zCpGOYBA0ViJO8_XWWN0N9vnFSgfpcdB9d3_DdUmOvDvzDBvAysJxvjm0MYcrdOCBwGR1af-rrURobCGItx8dsWe2hBApM7CQJ0IXtZkS7O49RnYvXt9zTtZr-mFlAr0ESs5ZCXZAH5ndHROxryKzEC47vIw4cencJSkdJMz-cX0AMrF5nvntTGXoCxJeGiS4V9aVj8767prIN2c2thkhTZ_4vZ6DdW2M33zGB_mTCcB-d4Ug0WtMQpqW0MBNw.jpg""}","{""href"": ""https://t.me/Lapinhoitolanssi"",""label"":""Link""}"
Lapsetovatpyhia,"Pedofilian vastainen ryhmä, aihealue on kuitenki laajenettu lapsiin liittyviin koronaaiheisiin. Tiedotus ja keskustelu.		https://t.me/lapsetovatpyhia		https://t.me/lapsetovatpyhiakanava",69,https://cdn4.cdn-telegram.org/file/qLhB6dYolbEJjLzN_JfX9TTz5qhqlVGJolhjRdu8taWPPI40IgobHuxmaJ43Z12B0xUjcHimEuMKIWWMOEp5H7axFJQxIZtLy49TQ5mGzG9HmF1C5WANIYMbYAFa_RsGRAt1YcH5mAq4hW5h8v69Q6X5H_ovub0ApMIxUuZeGsrJMJqkscIfBl7KP2EL2RqnBsvuOxizGMx1lMUy1CFGtdKjdJqTuGSzGcZtbnbSokdD2htp8Gt4TNRfMwCQGcB0lbf8gAAZ-Slr0ZqdAohv9rQJPa1zjMV1lHduWYdzLIAKkXLdVVHJJB92tW8C_5ehE8eyPIaehpjieprKTDTGUw.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/qLhB6dYolbEJjLzN_JfX9TTz5qhqlVGJolhjRdu8taWPPI40IgobHuxmaJ43Z12B0xUjcHimEuMKIWWMOEp5H7axFJQxIZtLy49TQ5mGzG9HmF1C5WANIYMbYAFa_RsGRAt1YcH5mAq4hW5h8v69Q6X5H_ovub0ApMIxUuZeGsrJMJqkscIfBl7KP2EL2RqnBsvuOxizGMx1lMUy1CFGtdKjdJqTuGSzGcZtbnbSokdD2htp8Gt4TNRfMwCQGcB0lbf8gAAZ-Slr0ZqdAohv9rQJPa1zjMV1lHduWYdzLIAKkXLdVVHJJB92tW8C_5ehE8eyPIaehpjieprKTDTGUw.jpg""}","{""href"": ""https://t.me/Lapsetovatpyhia"",""label"":""Link""}"
Lapsetovatpyhiakanava,"Tiedotuskanava, jonka päätehtävänä on auttaa suojelemaan lapsia seksuaaliselta hyväksikäytöltä ja väkivallalta, pedofilialta.	Keskusteluryhmä: https://t.me/lapsetovatpyhia",29,https://cdn4.cdn-telegram.org/file/osLvSLnZbTvbm4oCtyO0efo1iWar_LyEtqCyWwy-kBPr1XwwaFCni9_VFW49E6nB2dQ3Y_JXqA26U5cHdQadqYr2Kek3X61-yYRGASiIZYSpee673kMJtv8lra71aq4gPSSoemrQvBrTv5-29FKszw5o9U3JjeyStq8P_sbmo8MistSp1ZqJ_zIO47EC5X_sbiY8kmpunhXIt3KHvIF50ZrZYVUrRq3C5ierHG62LV825-U56KTzAgwTRktumcM6StUUNb0POu1FtKlxQ8jP9x3e9E6zqGlUBGC3Dl4k2Bbp0B6EJvazmOEkUoAVq1cmH3HXiOQLG59CiRI9VEm8Tw.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/osLvSLnZbTvbm4oCtyO0efo1iWar_LyEtqCyWwy-kBPr1XwwaFCni9_VFW49E6nB2dQ3Y_JXqA26U5cHdQadqYr2Kek3X61-yYRGASiIZYSpee673kMJtv8lra71aq4gPSSoemrQvBrTv5-29FKszw5o9U3JjeyStq8P_sbmo8MistSp1ZqJ_zIO47EC5X_sbiY8kmpunhXIt3KHvIF50ZrZYVUrRq3C5ierHG62LV825-U56KTzAgwTRktumcM6StUUNb0POu1FtKlxQ8jP9x3e9E6zqGlUBGC3Dl4k2Bbp0B6EJvazmOEkUoAVq1cmH3HXiOQLG59CiRI9VEm8Tw.jpg""}","{""href"": ""https://t.me/Lapsetovatpyhiakanava"",""label"":""Link""}"
Lasketaanme,"Tule kanavalle ja kerro mitä ajattelet? Mitä pelkäätte, lampaat tänne ei näköjään tule?",5,"data:image/svg+xml;base64,PHN2ZyB3aWR0aD0iMzIwIiBoZWlnaHQ9IjMyMCIgcHJlc2VydmVBc3BlY3RSYXRpbz0ibm9uZSIgdmlld0JveD0iMCAwIDEwMCAxMDAiIHhtbG5zPSJodHRwOi8vd3d3LnczLm9yZy8yMDAwL3N2ZyI%2BPGRlZnM%2BPGxpbmVhckdyYWRpZW50IGlkPSJnIiB4MT0iMCUiIHgyPSIwJSIgeTE9IjAlIiB5Mj0iMTAwJSI%2BPHN0b3Agb2Zmc2V0PSIwJSIgc3RvcC1jb2xvcj0iI2EwZGU3ZSIvPjxzdG9wIG9mZnNldD0iMTAwJSIgc3RvcC1jb2xvcj0iIzU0Y2I2OCIvPjwvbGluZWFyR3JhZGllbnQ%2BPC9kZWZzPjxzdHlsZT50ZXh0e2ZvbnQ6NjAwIDQ0cHggLWFwcGxlLXN5c3RlbSxCbGlua01hY1N5c3RlbUZvbnQsJ1NlZ29lIFVJJyxSb2JvdG8sSGVsdmV0aWNhLEFyaWFsLHNhbnMtc2VyaWYsJ0FwcGxlIENvbG9yIEVtb2ppJywnU2Vnb2UgVUkgRW1vamknLCdTZWdvZSBVSSBTeW1ib2wnOy13ZWJraXQtdXNlci1zZWxlY3Q6bm9uZTt1c2VyLXNlbGVjdDpub25lfTwvc3R5bGU%2BPHJlY3Qgd2lkdGg9IjEwMCIgaGVpZ2h0PSIxMDAiIGZpbGw9InVybCgjZykiLz48dGV4dCB0ZXh0LWFuY2hvcj0ibWlkZGxlIiB4PSI1MCIgeT0iNjYiIGZpbGw9IiNmZmYiPktPPC90ZXh0Pjwvc3ZnPg%3D%3D","{""img_src"": ""data:image/svg+xml;base64,PHN2ZyB3aWR0aD0iMzIwIiBoZWlnaHQ9IjMyMCIgcHJlc2VydmVBc3BlY3RSYXRpbz0ibm9uZSIgdmlld0JveD0iMCAwIDEwMCAxMDAiIHhtbG5zPSJodHRwOi8vd3d3LnczLm9yZy8yMDAwL3N2ZyI%2BPGRlZnM%2BPGxpbmVhckdyYWRpZW50IGlkPSJnIiB4MT0iMCUiIHgyPSIwJSIgeTE9IjAlIiB5Mj0iMTAwJSI%2BPHN0b3Agb2Zmc2V0PSIwJSIgc3RvcC1jb2xvcj0iI2EwZGU3ZSIvPjxzdG9wIG9mZnNldD0iMTAwJSIgc3RvcC1jb2xvcj0iIzU0Y2I2OCIvPjwvbGluZWFyR3JhZGllbnQ%2BPC9kZWZzPjxzdHlsZT50ZXh0e2ZvbnQ6NjAwIDQ0cHggLWFwcGxlLXN5c3RlbSxCbGlua01hY1N5c3RlbUZvbnQsJ1NlZ29lIFVJJyxSb2JvdG8sSGVsdmV0aWNhLEFyaWFsLHNhbnMtc2VyaWYsJ0FwcGxlIENvbG9yIEVtb2ppJywnU2Vnb2UgVUkgRW1vamknLCdTZWdvZSBVSSBTeW1ib2wnOy13ZWJraXQtdXNlci1zZWxlY3Q6bm9uZTt1c2VyLXNlbGVjdDpub25lfTwvc3R5bGU%2BPHJlY3Qgd2lkdGg9IjEwMCIgaGVpZ2h0PSIxMDAiIGZpbGw9InVybCgjZykiLz48dGV4dCB0ZXh0LWFuY2hvcj0ibWlkZGxlIiB4PSI1MCIgeT0iNjYiIGZpbGw9IiNmZmYiPktPPC90ZXh0Pjwvc3ZnPg%3D%3D""}","{""href"": ""https://t.me/Lasketaanme"",""label"":""Link""}"
Lautapeliopas,"Lautapelioppaan kanava - uusimmat lautapeliuutiset, peliarvostelut ja muut jutut.",103,https://cdn4.cdn-telegram.org/file/AWYRb4K9cTKbpJvskMV4-X51xtLhSSdRwchPHeEfkOVRa6SeYv-dcjKIEW_U_4Un_Qco-pBylDyQLyCkA65rTyzmV4qIaMZSMCC4fxSOFZaTQJA2gIbiC4t16XOVPVs1Td64MaVvgZOH0VLna2IsVujxFifJTmhsHyj49ylRMFRGG0lBg06FBDzeAURKGrk1FCAKGRDPfvNAj0hhWxQWgMDn_e-IKNCWHLeuO1ZjgxF8yTr_7z1qWG8koxChyFOcH4UDOHZbvwMBH4gU9aKAOtOEw1FOnf954e1u4-u0c7YmQf_9RR2I5eQ4lY_096H63y30yDFIR2ng188lrUNdpw.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/AWYRb4K9cTKbpJvskMV4-X51xtLhSSdRwchPHeEfkOVRa6SeYv-dcjKIEW_U_4Un_Qco-pBylDyQLyCkA65rTyzmV4qIaMZSMCC4fxSOFZaTQJA2gIbiC4t16XOVPVs1Td64MaVvgZOH0VLna2IsVujxFifJTmhsHyj49ylRMFRGG0lBg06FBDzeAURKGrk1FCAKGRDPfvNAj0hhWxQWgMDn_e-IKNCWHLeuO1ZjgxF8yTr_7z1qWG8koxChyFOcH4UDOHZbvwMBH4gU9aKAOtOEw1FOnf954e1u4-u0c7YmQf_9RR2I5eQ4lY_096H63y30yDFIR2ng188lrUNdpw.jpg""}","{""href"": ""https://t.me/Lautapeliopas"",""label"":""Link""}"
Lestadiolaisuus,"Kirjoitusten selitystä ja avaamista, keskustelua lestadiolaisuudesta ja kristinuskosta.		Kanavan ainoa edustama aate on kristinusko.  	Matt 5:17		Meemeistä krediitit Userille.",50,https://cdn4.cdn-telegram.org/file/TLJFSCKpSpSl7JSIqkj8HUIgaxy8pBBUXymQfePUOKYh5j6zSnb2vN2gwJRxeFaHIleyTz-CnKPucYN5b-Fw8LvlAtSZ5a2LhqqhXp4aZqUbORmHQPS5s3UupIsCIUaq0Nma5E6xIv0fv-kdM_ls9t9FXoJFmbDLFyvPA1l50FtycChublFk6jty7CEBFj6yhbbXiU6uE3wM2PbwvYc2CaPzu1DX82c3CFeAj1hlHrkW3DC49q_dqRTB1MPqXf8QRQd7OIv4gzE4MK2F_abYy6AUpJYElc4PgQ7GlRuG_bLYb7rBcln7E7V7qyH83jfLAUA912KgvHUYxA3C5r6xrw.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/TLJFSCKpSpSl7JSIqkj8HUIgaxy8pBBUXymQfePUOKYh5j6zSnb2vN2gwJRxeFaHIleyTz-CnKPucYN5b-Fw8LvlAtSZ5a2LhqqhXp4aZqUbORmHQPS5s3UupIsCIUaq0Nma5E6xIv0fv-kdM_ls9t9FXoJFmbDLFyvPA1l50FtycChublFk6jty7CEBFj6yhbbXiU6uE3wM2PbwvYc2CaPzu1DX82c3CFeAj1hlHrkW3DC49q_dqRTB1MPqXf8QRQd7OIv4gzE4MK2F_abYy6AUpJYElc4PgQ7GlRuG_bLYb7rBcln7E7V7qyH83jfLAUA912KgvHUYxA3C5r6xrw.jpg""}","{""href"": ""https://t.me/Lestadiolaisuus"",""label"":""Link""}"
Liberaalipuolue,Liberaalipuolueen avoin keskusteluryhmä. Muista hyvä käytös.,199,https://cdn4.cdn-telegram.org/file/pBMxIN7h9q8VAgYhvlmHHV4UtjJTu-o1ccN1z3fHHeUo1Wn0JVGq1hiEJqfuiuiAh1ykbZqg1R0HA5qManiZXtcdH2DrKXpJ-rrEzUUrU0dOjhGbkPkgs44tsLQnlwI8F9-setqjSNp4I7sgBz7TuzHR1xYT6yAGQD2byyVKYDvIQ3mhuA3wMPHPAexZVVPIEK4MnLVu2G6i2RaAzDX3TtG5Qjvg-525YleRZp_Yvxz26ImVtqOtnQFmV6CkLfU7CQ-UmmSLFOEGizgLpTEB8lY4tcI3p8X_mUaGWg351bs9FBqpheRJY0likfHQ3D1Jb-GcIt8Vjz0Wj92CihhBcQ.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/pBMxIN7h9q8VAgYhvlmHHV4UtjJTu-o1ccN1z3fHHeUo1Wn0JVGq1hiEJqfuiuiAh1ykbZqg1R0HA5qManiZXtcdH2DrKXpJ-rrEzUUrU0dOjhGbkPkgs44tsLQnlwI8F9-setqjSNp4I7sgBz7TuzHR1xYT6yAGQD2byyVKYDvIQ3mhuA3wMPHPAexZVVPIEK4MnLVu2G6i2RaAzDX3TtG5Qjvg-525YleRZp_Yvxz26ImVtqOtnQFmV6CkLfU7CQ-UmmSLFOEGizgLpTEB8lY4tcI3p8X_mUaGWg351bs9FBqpheRJY0likfHQ3D1Jb-GcIt8Vjz0Wj92CihhBcQ.jpg""}","{""href"": ""https://t.me/Liberaalipuolue"",""label"":""Link""}"
Linux_sauna,"Lämmöllä Linuxiin. 		Uutisia, vinkkejä, pöhinä. Linux sopii kaikenlaisille tietokoneilijoille.		Email: linuxsauna@proton.me		👥 Keskustelu @linuxsauna		🔗 Linkkejä:	linux.blogaaja.fi	odysee.com/@LINUX-SAUNA:5	steamcommunity.com/groups/linux-sauna",43,https://cdn4.cdn-telegram.org/file/r1wFRJNeKLyMR1CNr8oDdPmwdBrOp0aURcreoyqV74qaVlEpQiGt-R88qC69PNyXV9RbwJJ-W1NEj7WMpn44POGyi3j8vLQaV9rph-d1-c3r2jwov0LNSNRxMqa7W0UAY2mbsD4Tr5gBz-7dRWD70_Su0HQvqU-z54SJVPmzEcnOjduZkm_dI7ANFP9_Zxf8yJ5JzJKt6nKq9u0f80eTOovfcm-oqrPReNBB9W5fSRwnf4RUz4qrYOKtbEbnmJXrxqyKoWeC6nIx1HBTy-8QiqC6EeQqF_erbhrtHYeMprDbb6D8xNJLD1zxQPncpYu0AC1U-i-mVkA-XpTjNV8Paw.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/r1wFRJNeKLyMR1CNr8oDdPmwdBrOp0aURcreoyqV74qaVlEpQiGt-R88qC69PNyXV9RbwJJ-W1NEj7WMpn44POGyi3j8vLQaV9rph-d1-c3r2jwov0LNSNRxMqa7W0UAY2mbsD4Tr5gBz-7dRWD70_Su0HQvqU-z54SJVPmzEcnOjduZkm_dI7ANFP9_Zxf8yJ5JzJKt6nKq9u0f80eTOovfcm-oqrPReNBB9W5fSRwnf4RUz4qrYOKtbEbnmJXrxqyKoWeC6nIx1HBTy-8QiqC6EeQqF_erbhrtHYeMprDbb6D8xNJLD1zxQPncpYu0AC1U-i-mVkA-XpTjNV8Paw.jpg""}","{""href"": ""https://t.me/Linux_sauna"",""label"":""Link""}"
Linux_uutiset,Uutisia ja oppaita Linuxista.,2,https://cdn4.cdn-telegram.org/file/NHDveCep8IWM7ZAiKjzqTa3WX-Yuw-Z3a77dm1LJwomg5DkWZ3WqcWLxP4jaFO8YAR_5AdnrbHGPOnC2NzCMXVhzsWCWS2caQCoL33WZzFtMk6oOmt8vSFMVhH8AEGElJSl7UvyIlqEBqqP-Q3Hgv1lwfa0gk2fr-Ow9b0cRnxa_9kT5dF-kT0uNcBiuK-LP29tmFBOKny5t-B4Q76O2M6q3GFTj4qe_XQdyv4l_gc3Uha5RHzK6gzMrGVOHaW0FkP-twgibWUgqFuPK9IWQ6ZVGcn2o-BmzkTShwJH3Cv_QHmRAwCL1A0B0RwpYzFvuV5WWHLp1tgimtZu752boDQ.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/NHDveCep8IWM7ZAiKjzqTa3WX-Yuw-Z3a77dm1LJwomg5DkWZ3WqcWLxP4jaFO8YAR_5AdnrbHGPOnC2NzCMXVhzsWCWS2caQCoL33WZzFtMk6oOmt8vSFMVhH8AEGElJSl7UvyIlqEBqqP-Q3Hgv1lwfa0gk2fr-Ow9b0cRnxa_9kT5dF-kT0uNcBiuK-LP29tmFBOKny5t-B4Q76O2M6q3GFTj4qe_XQdyv4l_gc3Uha5RHzK6gzMrGVOHaW0FkP-twgibWUgqFuPK9IWQ6ZVGcn2o-BmzkTShwJH3Cv_QHmRAwCL1A0B0RwpYzFvuV5WWHLp1tgimtZu752boDQ.jpg""}","{""href"": ""https://t.me/Linux_uutiset"",""label"":""Link""}"
Linuxmintsuomi,"Vapaata keskustelua Linux Mintistä ja mikseipä vähän muustakin. Keskustelu suomeksi. Myös ulkomaankielisiä lähteitä saa jakaa, mutta niitä kannattaa samalla selventää suomeksi.		This is a Finnish language group of Linux Mint users.	#linuxfi",36,https://cdn4.cdn-telegram.org/file/fcKH2TE6EaTm6pcrYteamSahW1RwNU-kafomMfKU6j8rYfievTrQzWQOh7JPiHdyxzW6GQ2FKHZ10msGb2o9U5YOBU6PdJfAY3y6EaI0wr80KRZX3OWsVYS5AUAsb3Wb84q1d1GzqFYDgVu0-g95HgyMiHmFVjnx9GwHvIR_a-etZ7c5VxAKLhRXznFUmb7uh8khp4tBoINwx_l8K6nNtPvwl7sPC-pbS9qIDKI4gsf12-Xy9WIELu-fn_ErU7FRNMwX093TLm5ffs4RVrqor4aPaTvF0YBzMZngar2owaJE88KtGTapEhp8ephEpfCZjYizDmQjTHG6dSEzDPBXFQ.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/fcKH2TE6EaTm6pcrYteamSahW1RwNU-kafomMfKU6j8rYfievTrQzWQOh7JPiHdyxzW6GQ2FKHZ10msGb2o9U5YOBU6PdJfAY3y6EaI0wr80KRZX3OWsVYS5AUAsb3Wb84q1d1GzqFYDgVu0-g95HgyMiHmFVjnx9GwHvIR_a-etZ7c5VxAKLhRXznFUmb7uh8khp4tBoINwx_l8K6nNtPvwl7sPC-pbS9qIDKI4gsf12-Xy9WIELu-fn_ErU7FRNMwX093TLm5ffs4RVrqor4aPaTvF0YBzMZngar2owaJE88KtGTapEhp8ephEpfCZjYizDmQjTHG6dSEzDPBXFQ.jpg""}","{""href"": ""https://t.me/Linuxmintsuomi"",""label"":""Link""}"
Linuxontuollaulkona,Podcastin näkemys on seurata Linux- ja vapaiden ohjelmistojen kehityskulkua yhä kohti lähemmäs aivan tavankäyttäjää.	 #linux_on_tuolla_ulkona		🎧 Podcast Mixcloudissa: mixcloud.com/linuxontuollaulkona		📧 Sähköposti: linux@disroot.org,2,https://cdn4.cdn-telegram.org/file/cTc5XZTHkO16ctcbwPqEm5DDSzspCNx5VxPGalRgWjFbJSvnXKAorxzDC_BDstNgkyRzqR8SBAOKza1b9jqX6btjUUNH551-SjCT7nxl6UTKCTT0Wa0CqujDynKiKy_cY1nOKbTGSgEHiG_KnJJituZZik_PGx6ZZ1gQWxtAjTo2A_Gq8S2uCTwlGC8_5T_aKWhoBKzfp0mfcWLWk-flJYg76qmEyzNLVVF5Xm6sYdpJphHVsIOCx9Xda26-IbiO2B-VtGsfdH9AaaPZQAWFhEbgn8fU7mnxjQroTOZrV6q46Lvf4Q3RulcW3uGPh4PSELNQga2iNEFU4Ubk-qGoiw.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/cTc5XZTHkO16ctcbwPqEm5DDSzspCNx5VxPGalRgWjFbJSvnXKAorxzDC_BDstNgkyRzqR8SBAOKza1b9jqX6btjUUNH551-SjCT7nxl6UTKCTT0Wa0CqujDynKiKy_cY1nOKbTGSgEHiG_KnJJituZZik_PGx6ZZ1gQWxtAjTo2A_Gq8S2uCTwlGC8_5T_aKWhoBKzfp0mfcWLWk-flJYg76qmEyzNLVVF5Xm6sYdpJphHVsIOCx9Xda26-IbiO2B-VtGsfdH9AaaPZQAWFhEbgn8fU7mnxjQroTOZrV6q46Lvf4Q3RulcW3uGPh4PSELNQga2iNEFU4Ubk-qGoiw.jpg""}","{""href"": ""https://t.me/Linuxontuollaulkona"",""label"":""Link""}"
